Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:40
Using Version: 1.11
Device: HMR
Start Date: 04/17/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Heading (deg)	Pitch (deg)	Roll (deg)
1397773584.756	10.772	n	104.5	0.2	-7.6
1397773584.879	10.790	n	104.4	0.2	-7.7
1397773584.993	10.810	n	104.3	0.3	-7.6
1397773585.112	10.828	n	104.3	0.3	-7.5
1397773585.235	10.841	n	104.3	0.3	-7.5
1397773585.360	10.863	n	104.3	0.4	-7.4
1397773585.466	10.877	n	104.2	0.5	-7.4
1397773585.582	10.886	n	104.1	0.5	-7.3
1397773585.701	10.906	n	104.1	0.5	-7.2
1397773585.818	10.925	n	104.1	0.6	-7.2
1397773585.946	10.942	n	104.0	0.6	-7.2
1397773586.054	10.960	n	104.0	0.6	-7.2
1397773586.173	10.975	n	103.8	0.6	-7.2
1397773586.298	10.997	n	103.7	0.6	-7.1
1397773586.410	11.017	n	103.5	0.6	-7.1
1397773586.529	11.037	n	103.5	0.6	-7.2
1397773586.648	11.055	n	103.5	0.5	-7.2
1397773586.767	11.065	n	103.5	0.4	-7.3
1397773586.885	11.083	n	103.5	0.4	-7.4
1397773587.004	11.103	n	103.6	0.5	-7.5
1397773587.130	11.122	n	103.9	0.5	-7.5
1397773587.241	11.144	n	104.3	0.5	-7.6
1397773587.360	11.166	n	104.6	0.6	-7.6
1397773587.484	11.186	n	104.7	0.6	-7.8
1397773587.593	11.207	n	104.9	0.7	-7.8
1397773587.711	11.235	n	104.8	0.7	-7.8
1397773587.830	11.245	n	104.5	0.8	-7.8
1397773587.949	11.273	n	103.9	0.8	-7.8
1397773588.068	11.299	n	103.4	0.8	-7.8
1397773588.192	11.323	n	103.2	0.9	-7.7
1397773588.305	11.353	n	103.2	0.9	-7.7
1397773588.423	11.382	n	103.8	1.0	-7.6
1397773588.549	11.408	n	104.6	1.0	-7.5
1397773588.658	11.437	y	104.9	0.9	-7.5
1397773588.777	11.463	n	104.4	0.9	-7.4
1397773588.892	11.478	n	103.6	1.0	-7.3
1397773589.011	11.510	n	103.1	1.0	-7.3
1397773589.129	11.543	n	103.7	1.0	-7.4
1397773589.254	11.573	n	104.6	1.0	-7.4
1397773589.366	11.608	n	104.6	1.1	-7.3
1397773589.487	11.639	n	103.9	1.2	-7.3
1397773589.612	11.672	n	103.2	1.3	-7.4
1397773589.719	11.705	n	103.5	1.2	-7.5
1397773589.837	11.737	n	104.3	1.2	-7.5
1397773589.955	11.756	n	104.2	1.2	-7.5
1397773590.073	11.792	n	103.3	1.2	-7.6
1397773590.191	11.825	n	102.9	1.1	-7.8
1397773590.317	11.862	n	103.6	1.2	-7.8
1397773590.429	11.900	n	104.1	1.2	-7.9
1397773590.550	11.935	n	103.2	1.3	-8.0
1397773590.672	11.976	n	102.8	1.3	-8.2
1397773590.781	12.011	n	103.6	1.4	-8.4
1397773590.899	12.053	n	103.4	1.3	-8.5
1397773591.018	12.074	n	102.7	1.2	-8.7
1397773591.136	12.113	n	103.3	1.3	-8.7
1397773591.255	12.155	n	103.1	1.4	-8.7
1397773591.380	12.194	n	102.6	1.5	-8.8
1397773591.489	12.233	n	102.9	1.5	-9.0
1397773591.611	12.275	n	102.7	1.4	-9.1
1397773591.733	12.317	n	102.6	1.3	-9.1
1397773591.844	12.354	n	102.2	1.5	-9.0
1397773591.962	12.375	n	102.3	1.5	-8.9
1397773592.080	12.415	n	102.1	1.3	-9.2
1397773592.199	12.456	n	101.9	1.2	-9.2
1397773592.316	12.498	n	102.5	1.2	-9.0
1397773592.441	12.540	n	101.4	1.4	-8.9
1397773592.553	12.580	n	101.6	1.1	-9.2
1397773592.673	12.618	n	101.8	0.8	-9.3
1397773592.798	12.664	n	101.4	1.0	-8.9
1397773592.913	12.699	n	101.4	0.8	-9.0
1397773593.025	12.740	n	100.9	0.5	-9.2
1397773593.144	12.762	n	101.4	0.5	-9.0
1397773593.262	12.798	n	100.8	0.6	-8.8
1397773593.380	12.835	n	100.7	0.3	-8.9
1397773593.504	12.873	n	101.2	0.0	-8.9
1397773593.618	12.912	n	100.7	0.1	-8.6
1397773593.778	12.950	y	100.7	0.1	-8.6
1397773593.856	12.985	n	100.1	-0.2	-8.7
1397773593.976	13.019	n	100.1	-0.4	-8.6
1397773594.094	13.054	n	100.8	-0.5	-8.4
1397773594.213	13.085	n	100.2	-0.4	-8.3
1397773594.328	13.100	n	99.7	-0.4	-8.2
1397773594.448	13.133	n	100.5	-0.6	-8.2
1397773594.567	13.162	n	100.4	-0.7	-8.2
1397773594.682	13.191	n	99.4	-0.8	-8.0
1397773594.798	13.223	n	99.2	-0.9	-7.9
1397773594.914	13.251	n	100.3	-0.9	-7.8
1397773595.032	13.277	n	100.3	-0.9	-7.8
1397773595.149	13.304	n	99.4	-0.9	-7.6
1397773595.262	13.313	n	99.2	-0.9	-7.5
1397773595.379	13.338	n	99.8	-1.0	-7.4
1397773595.504	13.356	n	100.7	-1.1	-7.4
1397773595.618	13.382	n	100.4	-1.1	-7.3
1397773595.736	13.403	n	99.6	-1.1	-7.2
1397773595.843	13.420	n	99.4	-1.1	-7.1
1397773595.959	13.432	n	99.3	-1.1	-7.1
1397773596.073	13.445	n	99.7	-1.1	-7.0
1397773596.191	13.465	n	100.5	-1.0	-7.0
1397773596.316	13.478	n	101.0	-1.0	-6.9
1397773596.428	13.489	n	101.1	-1.0	-6.8
1397773596.552	13.507	n	100.8	-1.0	-6.8
1397773596.675	13.518	n	100.6	-0.9	-6.7
1397773596.784	13.526	n	100.3	-0.9	-6.6
1397773596.905	13.538	n	100.0	-0.8	-6.5
1397773597.023	13.547	n	100.0	-0.7	-6.3
1397773597.142	13.553	n	100.4	-0.6	-6.2
1397773597.260	13.559	n	101.2	-0.6	-6.1
1397773597.379	13.566	n	101.8	-0.4	-6.0
1397773597.504	13.578	n	101.7	-0.3	-5.9
1397773597.618	13.582	n	101.0	-0.2	-5.8
1397773597.736	13.591	n	100.5	0.0	-5.7
1397773597.862	13.603	n	101.0	0.1	-5.6
1397773597.984	13.609	n	101.7	0.2	-5.6
1397773598.092	13.618	n	101.8	0.3	-5.6
1397773598.211	13.626	n	101.0	0.5	-5.6
1397773598.329	13.633	n	100.3	0.5	-5.6
1397773598.448	13.643	n	100.3	0.6	-5.6
1397773598.566	13.650	n	100.7	0.7	-5.5
1397773598.692	13.664	n	101.3	0.7	-5.6
1397773598.800	13.678	y	101.7	0.8	-5.7
1397773598.943	13.697	n	101.9	0.9	-5.9
1397773599.047	13.709	n	101.8	0.9	-5.9
1397773599.155	13.731	n	101.6	1.0	-6.1
1397773599.273	13.752	n	101.4	1.0	-6.3
1397773599.392	13.765	n	100.8	1.0	-6.5
1397773599.510	13.792	n	100.2	1.1	-6.7
1397773599.629	13.815	n	100.3	1.2	-7.0
1397773599.754	13.843	n	101.3	1.3	-7.2
1397773599.865	13.872	n	101.4	1.4	-7.5
1397773599.994	13.906	n	100.6	1.6	-7.8
1397773600.112	13.944	n	100.9	1.8	-8.0
1397773600.217	13.977	n	100.9	1.9	-8.4
1397773600.336	14.016	n	101.0	2.0	-8.7
1397773600.455	14.037	n	101.0	2.1	-8.8
1397773600.573	14.077	n	100.7	2.4	-8.9
1397773600.692	14.120	n	101.6	2.4	-9.2
1397773600.817	14.165	n	101.9	2.3	-9.5
1397773600.943	14.209	n	101.7	2.7	-9.5
1397773601.048	14.255	n	101.2	2.9	-9.5
1397773601.173	14.303	n	100.6	2.8	-9.6
1397773601.279	14.351	n	100.5	2.8	-9.6
1397773601.399	14.401	n	100.6	2.7	-9.7
1397773601.518	14.424	n	101.0	2.9	-9.4
1397773601.635	14.469	n	102.0	2.8	-9.3
1397773601.754	14.523	n	101.4	2.7	-9.3
1397773601.866	14.567	n	99.7	2.7	-9.1
1397773601.984	14.613	n	100.6	2.5	-9.0
1397773602.110	14.659	n	100.6	2.4	-8.8
1397773602.220	14.707	n	100.2	2.3	-8.5
1397773602.338	14.755	n	100.2	2.1	-8.4
1397773602.456	14.776	n	100.5	2.1	-8.3
1397773602.574	14.814	n	100.8	1.8	-8.1
1397773602.692	14.858	n	99.5	1.7	-7.8
1397773602.804	14.900	n	99.5	1.6	-7.7
1397773602.922	14.942	n	100.3	1.4	-7.8
1397773603.048	14.981	n	100.3	1.2	-7.7
1397773603.173	15.020	n	100.3	1.1	-7.7
1397773603.279	15.059	n	101.0	1.0	-7.6
1397773603.395	15.096	n	101.0	0.8	-7.5
1397773603.514	15.117	n	100.0	0.7	-7.6
1397773603.630	15.154	n	99.9	0.6	-7.6
1397773603.755	15.183	y	100.5	0.4	-7.6
1397773603.870	15.219	n	99.7	0.4	-7.5
1397773603.986	15.249	n	99.9	0.3	-7.5
1397773604.092	15.281	n	99.5	0.1	-7.7
1397773604.208	15.311	n	98.8	-0.1	-7.7
1397773604.323	15.324	n	99.3	-0.1	-7.6
1397773604.442	15.353	n	98.7	0.0	-7.5
1397773604.555	15.378	n	98.4	-0.2	-7.7
1397773604.673	15.403	n	98.9	-0.3	-7.6
1397773604.798	15.427	n	98.3	-0.4	-7.6
1397773604.902	15.452	n	97.6	-0.6	-7.7
1397773605.017	15.463	n	98.3	-0.6	-7.6
1397773605.131	15.486	n	98.2	-0.6	-7.6
1397773605.253	15.503	n	97.3	-0.6	-7.6
1397773605.361	15.525	n	97.9	-0.8	-7.7
1397773605.485	15.541	n	98.0	-0.8	-7.6
1397773605.590	15.553	n	96.9	-0.9	-7.5
1397773605.705	15.563	n	96.6	-1.0	-7.5
1397773605.820	15.580	n	97.5	-1.0	-7.4
1397773605.943	15.594	n	97.2	-1.0	-7.4
1397773606.050	15.604	n	96.1	-1.0	-7.3
1397773606.173	15.620	n	96.2	-1.0	-7.3
1397773606.280	15.633	n	97.1	-1.0	-7.1
1397773606.395	15.643	n	96.7	-1.1	-7.0
1397773606.510	15.649	n	95.5	-1.1	-6.9
1397773606.629	15.662	n	95.4	-1.0	-6.8
1397773606.741	15.673	n	96.2	-1.0	-6.7
1397773606.860	15.686	n	96.5	-1.1	-6.6
1397773606.986	15.702	n	95.6	-1.0	-6.6
1397773607.087	15.713	n	95.0	-1.0	-6.5
1397773607.202	15.719	n	95.5	-1.1	-6.5
1397773607.317	15.729	n	96.1	-1.2	-6.5
1397773607.442	15.741	n	95.5	-1.2	-6.5
1397773607.548	15.754	n	94.5	-1.3	-6.6
1397773607.673	15.771	n	94.9	-1.3	-6.6
1397773607.778	15.786	n	95.8	-1.4	-6.7
1397773607.893	15.794	n	95.3	-1.4	-6.8
1397773608.010	15.809	n	94.4	-1.3	-6.8
1397773608.130	15.828	n	95.0	-1.3	-6.9
1397773608.239	15.841	n	95.6	-1.4	-7.1
1397773608.360	15.860	n	94.7	-1.5	-7.2
1397773608.469	15.878	n	94.6	-1.5	-7.3
1397773608.585	15.898	n	95.7	-1.5	-7.4
1397773608.699	15.906	n	95.3	-1.4	-7.6
1397773608.817	15.930	y	95.0	-1.4	-7.8
1397773608.929	15.954	n	95.7	-1.4	-8.0
1397773609.048	15.971	n	95.1	-1.4	-8.1
1397773609.173	16.000	n	95.3	-1.4	-8.2
1397773609.275	16.025	n	96.1	-1.3	-8.3
1397773609.389	16.039	n	95.6	-1.1	-8.4
1397773609.505	16.070	n	96.0	-1.0	-8.5
1397773609.620	16.097	n	95.9	-1.0	-8.6
1397773609.736	16.130	n	95.9	-1.0	-8.6
1397773609.855	16.163	n	96.5	-0.8	-8.6
1397773609.966	16.198	n	96.1	-0.7	-8.7
1397773610.081	16.213	n	96.5	-0.6	-8.8
1397773610.195	16.248	n	96.4	-0.6	-8.9
1397773610.317	16.282	n	96.7	-0.6	-8.9
1397773610.426	16.317	n	96.7	-0.4	-8.8
1397773610.547	16.356	n	96.7	-0.2	-8.8
1397773610.657	16.391	n	96.7	-0.2	-9.0
1397773610.774	16.430	n	97.0	-0.3	-9.0
1397773610.891	16.447	n	97.1	-0.1	-8.9
1397773611.004	16.488	n	96.8	0.2	-8.8
1397773611.129	16.525	n	97.1	0.1	-9.1
1397773611.235	16.569	n	97.2	0.1	-9.1
1397773611.360	16.615	n	97.7	0.4	-8.8
1397773611.466	16.657	n	97.1	0.5	-8.9
1397773611.580	16.674	n	96.6	0.4	-9.1
1397773611.694	16.717	n	96.5	0.6	-8.9
1397773611.817	16.759	n	97.3	0.7	-8.9
1397773611.924	16.798	n	98.4	0.6	-9.1
1397773612.048	16.842	n	98.4	0.8	-9.0
1397773612.154	16.888	n	98.3	0.8	-9.0
1397773612.268	16.909	n	98.5	0.9	-9.0
1397773612.383	16.951	n	97.7	0.9	-9.2
1397773612.504	16.994	n	97.5	0.9	-9.2
1397773612.612	17.039	n	98.8	0.9	-9.1
1397773612.735	17.077	n	99.0	0.8	-9.2
1397773612.842	17.122	n	98.0	1.0	-9.2
1397773612.957	17.147	n	98.2	1.0	-9.3
1397773613.073	17.186	n	98.7	1.1	-9.2
1397773613.192	17.235	n	98.7	1.1	-9.3
1397773613.301	17.272	n	99.3	1.0	-9.3
1397773613.423	17.316	n	100.0	1.1	-9.3
1397773613.547	17.357	n	100.0	1.0	-9.4
1397773613.656	17.400	n	100.5	1.1	-9.3
1397773613.775	17.440	n	100.1	1.1	-9.3
1397773614.007	17.500	y	99.7	1.0	-9.3
1397773614.015	17.500	n	100.8	1.0	-9.4
1397773614.129	17.537	n	100.8	1.1	-9.3
1397773614.243	17.572	n	101.3	1.0	-9.4
1397773614.362	17.608	n	101.3	1.0	-9.2
1397773614.487	17.641	n	101.0	1.4	-8.9
1397773614.611	17.678	n	101.6	1.3	-9.0
1397773614.716	17.714	n	101.0	1.2	-9.1
1397773614.835	17.749	n	101.7	1.1	-9.1
1397773614.952	17.767	n	102.3	1.2	-8.7
1397773615.072	17.796	n	101.6	1.3	-8.6
1397773615.192	17.830	n	101.9	1.2	-8.8
1397773615.306	17.864	n	102.6	1.3	-8.6
1397773615.426	17.894	n	102.2	1.2	-8.6
1397773615.547	17.925	n	101.4	1.1	-8.4
1397773615.675	17.952	n	101.8	1.2	-8.2
1397773615.779	17.980	n	103.0	1.1	-8.1
1397773615.898	18.010	n	102.9	1.2	-7.9
1397773616.015	18.021	n	102.1	1.2	-7.8
1397773616.135	18.049	n	101.7	1.2	-7.7
1397773616.254	18.077	n	101.9	1.3	-7.5
1397773616.369	18.100	n	102.7	1.3	-7.5
1397773616.489	18.127	n	103.2	1.3	-7.3
1397773616.613	18.149	n	102.9	1.3	-7.2
1397773616.735	18.171	n	102.4	1.2	-7.1
1397773616.842	18.195	n	101.7	1.2	-7.0
1397773616.960	18.207	n	101.4	1.2	-6.9
1397773617.079	18.227	n	101.4	1.2	-6.9
1397773617.198	18.252	n	101.7	1.2	-6.9
1397773617.317	18.273	n	102.1	1.3	-6.8
1397773617.443	18.292	n	102.3	1.3	-6.7
1397773617.553	18.312	n	102.6	1.4	-6.8
1397773617.674	18.333	n	102.6	1.4	-6.8
1397773617.797	18.361	n	102.2	1.5	-6.8
1397773617.907	18.376	n	101.7	1.4	-6.8
1397773618.025	18.400	n	101.1	1.5	-6.8
1397773618.143	18.412	n	100.7	1.5	-6.8
1397773618.262	18.435	n	100.7	1.5	-6.9
1397773618.380	18.459	n	101.0	1.5	-6.9
1397773618.504	18.485	n	101.5	1.4	-7.1
1397773618.617	18.513	n	102.0	1.4	-7.2
1397773618.736	18.538	n	101.9	1.4	-7.2
1397773618.863	18.562	n	101.2	1.4	-7.2
1397773618.969	18.587	n	100.3	1.4	-7.4
1397773619.097	18.598	y	100.4	1.4	-7.4
1397773619.206	18.623	n	101.2	1.4	-7.5
1397773619.324	18.644	n	101.7	1.4	-7.6
1397773619.443	18.669	n	101.3	1.4	-7.8
1397773619.567	18.697	n	100.4	1.4	-7.8
1397773619.679	18.718	n	100.5	1.4	-7.9
1397773619.797	18.738	n	101.4	1.3	-8.0
1397773619.923	18.765	n	101.5	1.3	-8.0
1397773620.033	18.787	n	100.6	1.3	-7.9
1397773620.151	18.813	n	100.1	1.2	-7.9
1397773620.268	18.827	n	100.8	1.2	-7.9
1397773620.386	18.854	n	101.3	1.2	-7.9
1397773620.505	18.881	n	100.6	1.1	-7.9
1397773620.620	18.909	n	99.9	1.2	-7.9
1397773620.738	18.936	n	100.6	1.1	-7.9
1397773620.860	18.960	n	101.0	0.9	-7.9
1397773620.986	18.985	n	100.0	0.9	-7.8
1397773621.089	19.008	n	99.5	0.8	-7.8
1397773621.206	19.024	n	100.3	0.8	-7.7
1397773621.325	19.045	n	100.6	0.7	-7.6
1397773621.442	19.070	n	99.6	0.8	-7.6
1397773621.554	19.092	n	99.2	0.8	-7.6
1397773621.673	19.119	n	100.1	0.7	-7.6
1397773621.798	19.139	n	100.2	0.5	-7.5
1397773621.906	19.161	n	99.1	0.5	-7.5
1397773622.020	19.186	n	98.9	0.4	-7.4
1397773622.136	19.198	n	99.8	0.4	-7.4
1397773622.255	19.221	n	99.7	0.5	-7.3
1397773622.365	19.244	n	98.7	0.5	-7.3
1397773622.486	19.265	n	98.8	0.4	-7.3
1397773622.594	19.292	n	99.6	0.3	-7.2
1397773622.711	19.313	n	98.9	0.3	-7.2
1397773622.824	19.323	n	98.0	0.2	-7.1
1397773622.942	19.352	n	98.4	0.3	-7.5
1397773623.055	19.375	n	98.9	0.5	-7.1
1397773623.173	19.396	n	98.7	0.3	-6.9
1397773623.298	19.421	n	97.8	0.2	-7.2
1397773623.399	19.446	n	97.4	0.3	-6.9
1397773623.517	19.462	n	98.0	0.4	-7.0
1397773623.630	19.485	n	98.7	0.2	-7.0
1397773623.754	19.509	n	98.5	0.2	-7.0
1397773623.860	19.537	n	97.3	0.3	-7.0
1397773623.985	19.561	n	97.3	0.2	-7.0
1397773624.178	19.599	y	98.2	0.2	-7.1
1397773624.217	19.615	n	98.1	0.4	-7.1
1397773624.322	19.630	n	97.3	0.3	-7.3
1397773624.441	19.659	n	97.2	0.3	-7.3
1397773624.551	19.685	n	97.9	0.4	-7.2
1397773624.673	19.715	n	97.4	0.3	-7.2
1397773624.780	19.747	n	96.5	0.3	-7.3
1397773624.896	19.779	n	97.2	0.3	-7.3
1397773625.011	19.795	n	97.5	0.4	-7.4
1397773625.129	19.828	n	96.6	0.4	-7.4
1397773625.240	19.864	n	97.0	0.5	-7.5
1397773625.360	19.901	n	97.3	0.3	-7.6
1397773625.470	19.934	n	96.3	0.3	-7.5
1397773625.586	19.973	n	96.8	0.4	-7.6
1397773625.700	19.992	n	97.0	0.3	-7.6
1397773625.820	20.027	n	96.3	0.4	-7.7
1397773625.930	20.066	n	96.9	0.4	-7.8
1397773626.047	20.102	n	99.4	0.1	-7.5
1397773626.163	20.140	n	101.5	0.3	-7.5
1397773626.281	20.177	n	102.1	0.5	-7.8
1397773626.400	20.214	n	101.5	0.2	-7.8
1397773626.520	20.231	n	102.3	0.3	-7.3
1397773626.635	20.265	n	91.1	0.6	-7.4
1397773626.755	20.304	n	70.1	0.5	-7.2
1397773626.862	20.339	n	68.1	0.2	-7.0
1397773695.662	19.321	y	95.3	0.9	-1.4
1397773695.674	19.321	n	95.4	0.9	-1.4
1397773695.793	19.321	n	95.3	1.0	-1.4
1397773695.911	19.321	n	95.3	1.2	-1.5
1397773696.030	19.321	n	95.4	1.3	-1.5
1397773696.154	19.321	n	95.5	1.3	-1.5
1397773696.279	19.321	n	95.5	1.4	-1.6
1397773696.386	19.321	n	95.5	1.5	-1.6
1397773696.504	19.336	n	95.4	1.6	-1.6
1397773696.624	19.343	n	95.4	1.7	-1.7
1397773696.744	19.357	n	95.5	1.8	-1.7
1397773696.861	19.376	n	95.4	1.9	-1.8
1397773696.983	19.396	n	95.5	1.9	-1.8
1397773697.098	19.413	n	95.7	2.0	-1.9
1397773697.225	19.435	n	95.7	2.0	-1.9
1397773697.343	19.464	n	95.8	2.1	-2.0
1397773697.468	19.487	n	95.9	2.1	-2.0
1397773697.573	19.512	n	96.1	2.1	-2.1
1397773697.692	19.538	n	96.2	2.1	-2.1
1397773697.809	19.552	n	96.4	2.1	-2.2
1397773697.927	19.575	n	96.5	2.1	-2.3
1397773698.046	19.605	n	96.6	2.1	-2.3
1397773698.173	19.626	n	96.9	2.1	-2.4
1397773698.283	19.656	n	96.9	2.1	-2.4
1397773698.405	19.684	n	97.1	2.2	-2.4
1397773698.530	19.712	n	97.3	2.1	-2.5
1397773698.639	19.738	n	97.6	2.1	-2.6
1397773698.758	19.764	n	97.8	2.1	-2.7
1397773698.876	19.794	n	97.9	2.1	-2.7
1397773698.994	19.805	n	98.1	2.1	-2.7
1397773699.118	19.833	n	98.3	2.1	-2.8
1397773699.234	19.860	n	98.5	2.1	-2.9
1397773699.358	19.888	n	98.8	2.0	-2.9
1397773699.468	19.912	n	99.0	2.0	-2.9
1397773699.594	19.932	n	99.2	1.9	-3.0
1397773699.703	19.956	n	99.4	1.9	-3.0
1397773699.817	19.974	n	99.6	1.7	-3.0
1397773699.932	19.983	n	99.8	1.6	-3.0
1397773700.050	19.998	n	100.0	1.5	-3.1
1397773700.173	20.014	n	100.1	1.4	-3.1
1397773700.287	20.027	n	100.3	1.3	-3.1
1397773700.406	20.041	n	100.5	1.2	-3.2
1397773700.530	20.051	n	100.6	1.1	-3.2
1397773700.656	20.062	n	100.7	0.9	-3.2
1397773700.760	20.066	n	100.8	0.8	-3.2
1397773700.898	20.075	y	101.0	0.7	-3.2
1397773700.996	20.077	n	101.2	0.6	-3.2
1397773701.123	20.078	n	101.3	0.5	-3.3
1397773701.234	20.084	n	101.4	0.5	-3.3
1397773701.359	20.081	n	101.4	0.4	-3.3
1397773701.470	20.081	n	101.5	0.4	-3.3
1397773701.592	20.077	n	101.6	0.3	-3.3
1397773701.718	20.077	n	101.7	0.2	-3.2
1397773701.824	20.072	n	101.9	0.2	-3.2
1397773701.943	20.070	n	101.9	0.1	-3.2
1397773702.063	20.055	n	101.9	0.1	-3.2
1397773702.184	20.049	n	101.0	0.0	-3.1
1397773702.300	20.033	n	110.5	0.0	-3.0
1397773702.423	20.018	n	116.2	-0.1	-2.9
1397773702.547	19.997	n	116.3	-0.1	-2.9
1397773702.672	19.979	n	115.4	-0.1	-2.9
1397773702.797	19.956	n	114.4	-0.2	-2.8
1397773702.922	19.934	n	113.3	-0.2	-2.6
1397773703.037	19.910	n	113.2	-0.1	-2.5
1397773703.178	19.881	n	113.1	-0.3	-2.5
1397773703.284	19.854	n	113.0	-0.3	-2.4
1397773703.406	19.828	n	113.8	-0.2	-2.2
1397773703.531	19.801	n	113.2	-0.3	-2.2
1397773703.656	19.773	n	113.2	-0.3	-2.0
1397773703.781	19.742	n	113.1	-0.1	-1.8
1397773703.906	19.714	n	113.1	-0.1	-1.8
1397773704.031	19.680	n	113.6	-0.1	-1.8
1397773704.140	19.651	n	111.7	0.0	-1.7
1397773704.262	19.617	n	111.3	0.1	-1.7
1397773704.386	19.583	n	113.2	0.1	-1.6
1397773704.507	19.551	n	113.0	0.2	-1.5
1397773704.632	19.516	n	111.3	0.3	-1.6
1397773704.752	19.502	n	112.3	0.3	-1.6
1397773704.875	19.465	n	113.4	0.4	-1.5
1397773704.996	19.437	n	112.4	0.4	-1.5
1397773705.125	19.406	n	110.9	0.4	-1.5
1397773705.240	19.373	n	110.1	0.5	-1.5
1397773705.362	19.353	n	111.4	0.5	-1.5
1397773705.484	19.328	n	112.7	0.5	-1.6
1397773705.610	19.310	n	111.2	0.5	-1.5
1397773705.734	19.286	y	110.6	0.5	-1.4
1397773705.870	19.267	n	112.0	0.6	-1.4
1397773705.971	19.250	n	111.2	0.7	-1.4
1397773706.093	19.238	n	110.1	0.7	-1.4
1397773706.224	19.226	n	111.1	0.7	-1.4
1397773706.343	19.209	n	111.0	0.8	-1.3
1397773706.468	19.203	n	111.0	0.9	-1.3
1397773706.594	19.196	n	110.6	0.9	-1.3
1397773706.702	19.187	n	110.0	0.9	-1.3
1397773706.824	19.180	n	110.7	1.0	-1.3
1397773706.946	19.179	n	111.4	1.1	-1.2
1397773707.069	19.180	n	110.6	1.2	-1.2
1397773707.189	19.179	n	110.3	1.2	-1.3
1397773707.310	19.181	n	111.7	1.2	-1.3
1397773707.433	19.186	n	111.9	1.2	-1.3
1397773707.554	19.192	n	111.8	1.3	-1.3
1397773707.677	19.196	n	111.1	1.3	-1.4
1397773707.797	19.209	n	110.2	1.3	-1.5
1397773707.921	19.214	n	111.0	1.3	-1.5
1397773708.047	19.224	n	110.9	1.3	-1.5
1397773708.178	19.235	n	110.9	1.3	-1.6
1397773708.284	19.244	n	112.2	1.3	-1.6
1397773708.406	19.255	n	112.3	1.3	-1.7
1397773708.531	19.259	n	112.2	1.3	-1.8
1397773708.656	19.271	n	112.4	1.2	-1.9
1397773708.781	19.284	n	112.7	1.3	-1.9
1397773708.906	19.289	n	113.0	1.3	-1.9
1397773709.031	19.302	n	112.5	1.3	-1.9
1397773709.139	19.314	n	111.4	1.2	-2.0
1397773709.262	19.323	n	110.9	1.2	-2.1
1397773709.382	19.335	n	111.4	1.2	-2.0
1397773709.504	19.341	n	113.0	1.3	-2.0
1397773709.626	19.359	n	113.5	1.2	-2.1
1397773709.748	19.366	n	112.0	1.3	-2.1
1397773709.869	19.375	n	111.9	1.3	-2.1
1397773709.991	19.386	n	113.5	1.3	-2.0
1397773710.113	19.396	n	112.9	1.3	-2.0
1397773710.245	19.405	n	112.3	1.3	-2.0
1397773710.359	19.410	n	113.8	1.3	-2.0
1397773710.484	19.417	n	114.6	1.3	-2.0
1397773710.599	19.421	n	114.5	1.3	-2.0
1397773710.721	19.429	n	113.6	1.3	-2.0
1397773710.865	19.431	y	112.7	1.2	-2.0
1397773710.968	19.436	n	113.7	1.1	-2.0
1397773711.094	19.436	n	113.7	1.2	-1.9
1397773711.208	19.439	n	113.7	1.1	-2.0
1397773711.343	19.441	n	114.0	1.1	-2.0
1397773711.453	19.435	n	113.3	1.1	-2.0
1397773711.574	19.436	n	114.2	1.0	-2.0
1397773711.695	19.433	n	113.9	0.9	-2.0
1397773711.819	19.428	n	113.6	0.9	-2.0
1397773711.939	19.427	n	114.3	0.9	-2.1
1397773712.060	19.421	n	113.5	0.8	-2.1
1397773712.183	19.410	n	113.8	0.7	-2.1
1397773712.304	19.405	n	114.0	0.8	-2.1
1397773712.427	19.395	n	113.3	0.7	-2.1
1397773712.548	19.384	n	113.7	0.6	-2.2
1397773712.672	19.372	n	114.1	0.6	-2.3
1397773712.797	19.360	n	113.5	0.5	-2.2
1397773712.921	19.346	n	113.7	0.5	-2.3
1397773713.036	19.329	n	113.7	0.5	-2.3
1397773713.158	19.314	n	113.6	0.4	-2.4
1397773713.288	19.294	n	114.3	0.4	-2.4
1397773713.406	19.278	n	113.3	0.4	-2.4
1397773713.531	19.256	n	113.3	0.4	-2.5
1397773713.656	19.237	n	113.7	0.3	-2.6
1397773713.781	19.214	n	113.5	0.3	-2.6
1397773713.896	19.191	n	113.6	0.2	-2.6
1397773714.013	19.170	n	113.7	0.1	-2.7
1397773714.137	19.144	n	113.8	0.1	-2.7
1397773714.260	19.119	n	113.2	0.1	-2.7
1397773714.381	19.095	n	113.9	0.1	-2.7
1397773714.503	19.064	n	114.0	0.0	-2.7
1397773714.626	19.037	n	113.4	0.0	-2.7
1397773714.751	19.021	n	114.4	0.0	-2.7
1397773714.872	18.989	n	114.7	0.0	-2.6
1397773714.996	18.961	n	114.6	0.0	-2.5
1397773715.119	18.929	n	115.0	-0.1	-2.5
1397773715.242	18.899	n	115.2	-0.1	-2.5
1397773715.364	18.866	n	115.2	-0.1	-2.5
1397773715.487	18.838	n	114.9	-0.1	-2.4
1397773715.611	18.801	n	114.1	-0.1	-2.4
