Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:40
Using Version: 1.11
Device: HMR
Start Date: 04/17/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Heading (deg)	Pitch (deg)	Roll (deg)
1397773844.970	6.832	n	122.4	2.7	-2.1
1397773845.097	6.821	n	122.4	2.8	-2.2
1397773845.218	6.810	n	123.2	3.0	-2.2
1397773845.328	6.799	n	124.6	3.2	-2.1
1397773845.445	6.787	n	123.8	3.4	-2.1
1397773845.563	6.784	n	124.1	3.5	-2.0
1397773845.682	6.775	n	124.8	3.6	-2.0
1397773845.798	6.763	n	123.3	3.6	-1.8
1397773845.921	6.759	n	124.4	3.7	-1.7
1397773846.047	6.748	n	124.8	3.6	-1.7
1397773846.156	6.742	n	124.1	3.6	-1.6
1397773846.280	6.736	n	125.0	3.5	-1.5
1397773846.387	6.732	n	124.5	3.3	-1.4
1397773846.504	6.729	y	125.0	3.2	-1.3
1397773846.630	6.719	n	125.3	3.0	-1.3
1397773846.744	6.721	n	124.3	2.9	-1.2
1397773846.864	6.712	n	124.7	2.7	-1.2
1397773846.995	6.709	n	125.5	2.6	-1.2
1397773847.109	6.708	n	125.8	2.4	-1.3
1397773847.233	6.704	n	125.4	2.2	-1.3
1397773847.350	6.702	n	124.9	2.1	-1.4
1397773847.471	6.697	n	125.3	2.0	-1.5
1397773847.593	6.693	n	126.7	2.0	-1.6
1397773847.718	6.692	n	126.8	1.9	-1.7
1397773847.843	6.687	n	126.8	1.8	-1.8
1397773847.968	6.681	n	126.8	1.8	-1.8
1397773848.079	6.680	n	126.9	1.9	-1.8
1397773848.200	6.679	n	127.3	1.9	-1.9
1397773848.322	6.673	n	127.3	1.9	-1.9
1397773848.444	6.669	n	127.6	2.0	-2.0
1397773848.564	6.669	n	128.2	2.0	-2.0
1397773848.688	6.658	n	128.6	2.1	-1.9
1397773848.809	6.658	n	128.1	2.2	-1.8
1397773848.932	6.655	n	127.2	2.3	-1.7
1397773849.057	6.651	n	127.7	2.3	-1.7
1397773849.174	6.641	n	127.7	2.4	-1.6
1397773849.296	6.635	n	128.1	2.4	-1.5
1397773849.420	6.629	n	128.2	2.5	-1.4
1397773849.546	6.624	n	128.1	2.5	-1.3
1397773849.659	6.612	n	127.8	2.5	-1.3
1397773849.781	6.603	n	126.3	2.5	-1.4
1397773849.906	6.594	n	127.8	2.5	-1.3
1397773850.023	6.587	n	128.6	2.5	-1.3
1397773850.155	6.576	n	127.0	2.5	-1.4
1397773850.280	6.559	n	127.5	2.4	-1.5
1397773850.388	6.551	n	128.5	2.4	-1.5
1397773850.511	6.534	n	127.5	2.3	-1.6
1397773850.631	6.522	n	126.2	2.3	-1.6
1397773850.752	6.511	n	125.5	2.1	-1.7
1397773850.876	6.493	n	126.5	2.1	-1.7
1397773851.001	6.476	n	128.0	2.0	-1.6
1397773851.119	6.458	n	126.8	1.9	-1.6
1397773851.240	6.442	n	125.7	1.8	-1.5
1397773851.361	6.421	n	127.3	1.6	-1.5
1397773851.484	6.403	y	128.5	1.4	-1.4
1397773851.619	6.384	n	128.4	1.3	-1.3
1397773851.725	6.370	n	128.3	1.2	-1.2
1397773851.847	6.349	n	128.1	1.0	-1.1
1397773851.968	6.328	n	127.3	0.9	-1.0
1397773852.092	6.314	n	125.9	0.8	-0.9
1397773852.217	6.296	n	126.1	0.7	-0.9
1397773852.342	6.275	n	127.1	0.7	-0.9
1397773852.468	6.260	n	127.7	0.8	-0.9
1397773852.577	6.242	n	126.9	0.9	-0.9
1397773852.699	6.224	n	127.3	1.0	-0.9
1397773852.819	6.205	n	128.2	1.2	-0.9
1397773852.941	6.199	n	127.9	1.5	-0.9
1397773853.062	6.184	n	127.7	1.7	-1.0
1397773853.184	6.169	n	127.1	2.0	-1.1
1397773853.306	6.152	n	127.4	2.2	-1.1
1397773853.427	6.144	n	127.3	2.5	-1.1
1397773853.548	6.131	n	126.2	2.8	-1.2
1397773853.671	6.120	n	125.9	3.1	-1.3
1397773853.785	6.110	n	126.8	3.4	-1.4
1397773853.905	6.102	n	127.6	3.6	-1.4
1397773854.020	6.094	n	126.5	3.7	-1.6
1397773854.137	6.089	n	126.9	3.9	-1.7
1397773854.253	6.089	n	127.1	4.0	-1.7
1397773854.370	6.083	n	126.4	4.0	-1.8
1397773854.487	6.077	n	126.4	4.1	-1.9
1397773854.609	6.070	n	126.9	4.0	-1.9
1397773854.724	6.074	n	126.4	4.0	-1.9
1397773854.843	6.065	n	126.1	3.8	-1.9
1397773854.968	6.062	n	126.3	3.7	-1.9
1397773855.074	6.061	n	126.3	3.6	-1.8
1397773855.191	6.061	n	127.7	3.5	-1.7
1397773855.308	6.058	n	127.7	3.3	-1.6
1397773855.427	6.060	n	127.6	3.2	-1.4
1397773855.547	6.058	n	127.9	3.0	-1.3
1397773855.671	6.059	n	128.0	2.9	-1.1
1397773855.787	6.064	n	128.0	2.7	-1.0
1397773855.908	6.065	n	127.0	2.5	-0.8
1397773856.048	6.070	n	125.8	2.4	-0.6
1397773856.156	6.070	n	125.5	2.2	-0.4
1397773856.280	6.076	n	125.5	2.0	-0.3
1397773856.406	6.074	n	125.5	1.9	-0.3
1397773856.515	6.072	y	125.7	1.7	-0.3
1397773856.642	6.076	n	126.0	1.6	-0.3
1397773856.757	6.083	n	126.4	1.4	-0.4
1397773856.879	6.081	n	127.2	1.3	-0.5
1397773857.010	6.079	n	128.0	1.2	-0.8
1397773857.121	6.078	n	127.7	1.3	-0.9
1397773857.244	6.077	n	126.9	1.3	-1.2
1397773857.364	6.075	n	127.6	1.4	-1.5
1397773857.487	6.071	n	127.9	1.6	-1.8
1397773857.609	6.074	n	127.7	1.7	-2.1
1397773857.734	6.068	n	128.3	1.9	-2.4
1397773857.859	6.064	n	127.8	2.2	-2.7
1397773857.973	6.067	n	127.5	2.5	-2.9
1397773858.098	6.062	n	127.6	2.7	-3.0
1397773858.218	6.063	n	127.5	3.0	-3.1
1397773858.319	6.063	n	127.8	3.2	-3.1
1397773858.433	6.062	n	129.0	3.4	-3.1
1397773858.551	6.061	n	128.6	3.5	-2.9
1397773858.671	6.056	n	128.6	3.6	-2.8
1397773858.797	6.055	n	128.5	3.7	-2.5
1397773858.905	6.044	n	127.6	3.7	-2.2
1397773859.020	6.037	n	129.5	3.6	-1.9
1397773859.137	6.028	n	129.4	3.5	-1.5
1397773859.256	6.018	n	127.5	3.3	-1.1
1397773859.375	6.012	n	127.2	3.0	-0.8
1397773859.494	5.999	n	128.9	2.7	-0.5
1397773859.615	5.982	n	130.0	2.3	-0.3
1397773859.736	5.963	n	130.0	1.9	-0.1
1397773859.859	5.944	n	129.9	1.5	0.1
1397773859.984	5.924	n	129.8	1.0	0.1
1397773860.101	5.904	n	129.8	0.6	0.1
1397773860.221	5.882	n	129.8	0.3	0.0
1397773860.343	5.857	n	129.7	0.0	-0.2
1397773860.466	5.832	n	129.7	-0.3	-0.4
1397773860.592	5.810	n	129.7	-0.4	-0.7
1397773860.717	5.783	n	129.7	-0.4	-0.9
1397773860.841	5.756	n	129.8	-0.4	-1.2
1397773860.967	5.727	n	129.9	-0.2	-1.4
1397773861.077	5.702	n	130.0	-0.1	-1.5
1397773861.198	5.676	n	130.0	0.2	-1.7
1397773861.320	5.650	n	130.1	0.4	-1.8
1397773861.443	5.626	y	130.1	0.8	-1.8
1397773861.570	5.596	n	130.1	1.1	-1.8
1397773861.685	5.582	n	129.9	1.4	-1.8
1397773861.807	5.559	n	129.2	1.7	-1.7
1397773861.928	5.529	n	127.8	2.0	-1.6
1397773862.057	5.503	n	127.6	2.2	-1.5
1397773862.171	5.480	n	128.8	2.3	-1.5
1397773862.296	5.453	n	129.1	2.3	-1.4
1397773862.421	5.426	n	128.3	2.5	-1.3
1397773862.535	5.408	n	128.8	2.5	-1.2
1397773862.657	5.382	n	129.1	2.4	-1.2
1397773862.780	5.363	n	128.2	2.4	-1.3
1397773862.906	5.340	n	128.3	2.4	-1.3
1397773863.022	5.321	n	128.6	2.4	-1.3
1397773863.156	5.299	n	129.0	2.3	-1.3
1397773863.264	5.279	n	128.9	2.3	-1.3
1397773863.387	5.265	n	128.8	2.4	-1.3
1397773863.507	5.246	n	128.4	2.4	-1.3
1397773863.628	5.237	n	127.6	2.6	-1.2
1397773863.751	5.224	n	127.4	2.7	-1.2
1397773863.871	5.213	n	127.3	2.8	-1.2
1397773863.992	5.198	n	128.0	2.9	-1.1
1397773864.111	5.183	n	129.1	3.1	-1.0
1397773864.234	5.173	n	128.0	3.3	-0.9
1397773864.345	5.162	n	128.0	3.5	-0.9
1397773864.468	5.154	n	128.8	3.6	-0.8
1397773864.593	5.145	n	127.3	3.6	-0.8
1397773864.699	5.135	n	126.5	3.6	-0.8
1397773864.815	5.134	n	126.8	3.7	-0.9
1397773864.932	5.126	n	127.7	3.7	-0.9
1397773865.057	5.119	n	128.4	3.6	-1.0
1397773865.171	5.113	n	128.7	3.4	-1.1
1397773865.286	5.108	n	128.8	3.3	-1.2
1397773865.405	5.106	n	129.0	3.0	-1.3
1397773865.531	5.099	n	129.2	2.8	-1.3
1397773865.656	5.099	n	128.5	2.5	-1.3
1397773865.766	5.099	n	128.1	2.2	-1.3
1397773865.887	5.094	n	128.5	1.9	-1.2
1397773866.008	5.093	n	129.1	1.7	-1.1
1397773866.132	5.091	n	129.8	1.4	-1.2
1397773866.251	5.092	n	129.5	1.2	-1.1
1397773866.373	5.088	n	128.2	1.1	-0.9
1397773866.494	5.090	y	128.0	1.0	-0.9
1397773866.621	5.087	n	129.1	1.1	-0.8
1397773866.737	5.086	n	130.6	1.3	-0.8
1397773866.859	5.084	n	131.0	1.4	-1.0
1397773866.984	5.086	n	130.3	1.9	-0.8
1397773867.109	5.084	n	130.4	2.3	-1.1
1397773867.222	5.085	n	130.9	2.6	-1.2
1397773867.343	5.092	n	130.8	3.2	-1.3
1397773867.468	5.089	n	129.3	3.5	-1.8
1397773867.575	5.090	n	129.4	3.9	-1.9
1397773867.694	5.090	n	130.1	4.3	-2.1
1397773867.813	5.091	n	128.8	4.5	-2.4
1397773867.929	5.092	n	128.5	4.7	-2.6
1397773868.059	5.089	n	129.3	4.7	-2.8
1397773868.171	5.091	n	129.1	4.7	-2.8
1397773868.283	5.086	n	128.6	4.6	-2.9
1397773868.406	5.085	n	129.0	4.3	-2.9
1397773868.516	5.080	n	129.1	4.0	-2.8
1397773868.633	5.076	n	128.4	3.7	-2.7
1397773868.750	5.075	n	127.7	3.3	-2.4
1397773868.872	5.076	n	128.9	2.9	-2.2
1397773868.994	5.068	n	128.9	2.4	-1.9
1397773869.114	5.061	n	128.9	2.0	-1.5
1397773869.237	5.058	n	129.1	1.6	-1.2
1397773869.359	5.052	n	127.3	1.2	-0.7
1397773869.484	5.050	n	127.7	0.8	-0.3
1397773869.601	5.045	n	129.8	0.4	0.0
1397773869.722	5.034	n	129.4	0.1	0.4
1397773869.845	5.023	n	127.6	-0.2	0.6
1397773869.967	5.008	n	128.0	-0.5	0.8
1397773870.090	4.992	n	129.7	-0.6	1.0
1397773870.217	4.974	n	130.2	-0.6	1.0
1397773870.343	4.950	n	129.8	-0.6	0.9
1397773870.453	4.934	n	129.5	-0.5	0.8
1397773870.574	4.909	n	129.1	-0.3	0.4
1397773870.698	4.885	n	128.4	0.0	0.0
1397773870.818	4.861	n	127.8	0.3	-0.5
1397773870.940	4.851	n	127.2	0.7	-1.0
1397773871.060	4.823	n	126.5	1.1	-1.5
1397773871.182	4.807	n	127.6	1.7	-2.0
1397773871.304	4.785	n	128.0	2.2	-2.5
1397773871.453	4.753	y	127.7	2.7	-3.0
1397773871.546	4.745	n	127.8	3.2	-3.4
1397773871.658	4.726	n	126.6	3.6	-3.6
1397773871.766	4.705	n	127.5	3.9	-3.8
1397773871.879	4.692	n	127.6	4.1	-3.8
1397773871.994	4.673	n	127.2	4.2	-3.7
1397773872.109	4.652	n	127.5	4.3	-3.5
1397773872.225	4.631	n	127.0	4.2	-3.3
1397773872.343	4.610	n	127.9	4.0	-3.0
1397773872.451	4.596	n	127.2	3.7	-2.6
1397773872.569	4.571	n	127.2	3.4	-2.3
1397773872.690	4.564	n	127.6	2.9	-1.9
1397773872.814	4.545	n	128.0	2.5	-1.6
1397773872.933	4.524	n	127.8	2.1	-1.3
1397773873.055	4.503	n	126.9	1.6	-0.9
1397773873.176	4.486	n	128.4	1.2	-0.5
1397773873.297	4.468	n	128.5	0.9	-0.3
1397773873.421	4.450	n	127.8	0.7	-0.1
1397773873.547	4.435	n	128.1	0.6	0.0
1397773873.662	4.418	n	128.9	0.5	0.1
1397773873.783	4.403	n	129.2	0.4	0.2
1397773873.906	4.381	n	128.2	0.6	0.2
1397773874.037	4.361	n	128.8	0.7	0.1
1397773874.156	4.341	n	129.2	0.9	0.0
1397773874.280	4.322	n	127.9	1.2	-0.2
1397773874.390	4.300	n	128.8	1.4	-0.4
1397773874.512	4.283	n	129.5	1.6	-0.7
1397773874.632	4.267	n	129.3	1.7	-0.9
1397773874.754	4.249	n	129.4	1.9	-1.2
1397773874.876	4.236	n	129.2	2.0	-1.5
1397773874.996	4.213	n	128.7	2.0	-1.6
1397773875.119	4.195	n	128.9	2.1	-1.8
1397773875.239	4.185	n	129.2	2.1	-1.8
1397773875.361	4.166	n	129.2	2.1	-1.8
1397773875.485	4.150	n	129.9	2.2	-1.8
1397773875.610	4.143	n	129.0	2.3	-1.7
1397773875.726	4.128	n	128.7	2.4	-1.4
1397773875.847	4.117	n	130.0	2.6	-1.3
1397773875.968	4.110	n	129.2	2.9	-1.3
1397773876.090	4.103	n	128.1	3.1	-1.2
1397773876.203	4.095	n	128.1	3.3	-1.3
1397773876.320	4.086	n	128.6	3.8	-1.3
1397773876.439	4.080	y	128.4	4.1	-1.5
1397773876.582	4.072	n	127.8	4.2	-1.8
1397773876.674	4.070	n	128.2	4.5	-1.9
1397773876.796	4.065	n	127.8	4.7	-2.1
1397773876.909	4.062	n	127.7	5.0	-2.0
1397773877.038	4.055	n	127.8	4.9	-2.4
1397773877.156	4.057	n	126.5	4.5	-2.6
1397773877.262	4.047	n	126.1	4.4	-2.5
1397773877.377	4.047	n	126.3	4.1	-2.5
1397773877.495	4.044	n	128.0	3.5	-2.5
1397773877.612	4.041	n	128.1	3.1	-2.3
1397773877.734	4.038	n	126.7	2.5	-2.1
1397773877.860	4.046	n	126.8	2.1	-1.7
1397773877.984	4.044	n	127.0	1.7	-1.3
1397773878.098	4.044	n	128.2	1.0	-1.1
1397773878.220	4.045	n	129.3	0.8	-0.6
1397773878.343	4.045	n	129.6	0.7	-0.1
1397773878.468	4.045	n	128.8	0.5	0.1
1397773878.593	4.041	n	128.5	0.6	0.5
1397773878.718	4.036	n	128.7	0.8	0.6
1397773878.826	4.033	n	129.0	1.1	0.6
1397773878.949	4.031	n	128.8	1.6	0.5
1397773879.068	4.023	n	128.4	2.0	0.2
1397773879.189	4.021	n	128.2	2.3	-0.2
1397773879.311	4.020	n	128.0	2.8	-0.6
1397773879.432	4.015	n	128.2	3.1	-1.2
1397773879.548	4.015	n	128.0	3.2	-1.8
1397773879.672	4.005	n	127.5	3.4	-2.3
1397773879.785	4.001	n	127.1	3.4	-2.8
1397773879.906	4.002	n	127.2	3.3	-3.2
1397773880.012	3.998	n	127.6	3.2	-3.5
1397773880.129	3.994	n	127.9	3.0	-3.6
1397773880.246	3.992	n	128.0	2.7	-3.6
1397773880.363	3.989	n	128.2	2.4	-3.4
1397773880.484	3.987	n	128.5	2.1	-3.1
1397773880.609	3.980	n	128.8	1.9	-2.7
1397773880.724	3.978	n	128.7	1.7	-2.2
1397773880.846	3.974	n	128.8	1.5	-1.7
1397773880.968	3.967	n	129.0	1.5	-1.1
1397773881.096	3.964	n	129.0	1.5	-0.6
1397773881.217	3.958	n	128.5	1.6	-0.2
1397773881.343	3.952	n	127.9	1.8	0.0
1397773881.452	3.944	y	127.6	1.9	0.1
1397773881.574	3.937	n	127.6	2.1	0.2
1397773881.695	3.927	n	127.9	2.3	0.1
1397773881.816	3.924	n	128.4	2.4	-0.1
1397773881.939	3.919	n	128.6	2.6	-0.4
1397773882.058	3.910	n	128.4	2.6	-0.7
1397773882.182	3.900	n	128.1	2.6	-1.1
1397773882.302	3.894	n	127.2	2.6	-1.6
1397773882.423	3.879	n	126.6	2.5	-2.0
1397773882.547	3.871	n	127.0	2.4	-2.3
1397773882.672	3.862	n	127.9	2.4	-2.6
1397773882.788	3.853	n	127.7	2.2	-2.8
1397773882.909	3.840	n	126.6	2.0	-2.9
1397773883.031	3.835	n	127.4	1.8	-2.9
1397773883.162	3.821	n	128.3	1.7	-2.8
1397773883.281	3.809	n	127.4	1.6	-2.7
1397773883.406	3.798	n	127.2	1.6	-2.5
1397773883.530	3.791	n	128.2	1.5	-2.3
1397773883.640	3.777	n	128.3	1.6	-2.0
1397773883.761	3.762	n	128.1	1.7	-1.7
1397773883.883	3.752	n	127.3	1.7	-1.4
1397773884.004	3.744	n	127.4	1.8	-1.1
1397773884.128	3.729	n	128.5	1.8	-0.8
1397773884.247	3.716	n	128.3	1.8	-0.5
1397773884.369	3.702	n	128.0	1.8	-0.2
1397773884.490	3.685	n	127.7	1.7	-0.1
1397773884.611	3.671	n	128.0	1.5	0.0
1397773884.734	3.652	n	128.6	1.2	0.0
1397773884.859	3.637	n	127.8	1.0	0.0
1397773884.975	3.619	n	127.8	0.7	-0.2
1397773885.110	3.602	n	128.1	0.5	-0.5
1397773885.218	3.586	n	128.5	0.4	-0.8
1397773885.342	3.564	n	128.2	0.3	-1.3
1397773885.468	3.547	n	128.3	0.3	-1.7
1397773885.593	3.533	n	128.8	0.4	-2.2
1397773885.717	3.515	n	128.9	0.6	-2.7
1397773885.825	3.504	n	128.8	0.9	-3.1
1397773885.941	3.499	n	129.4	1.2	-3.6
1397773886.058	3.483	n	129.7	1.6	-3.9
1397773886.177	3.470	n	129.7	2.1	-4.1
1397773886.297	3.461	n	129.8	2.5	-4.2
1397773886.412	3.448	n	129.8	2.9	-4.1
1397773886.574	3.436	y	130.6	3.3	-4.0
1397773886.639	3.427	n	130.3	3.7	-3.7
1397773886.752	3.421	n	131.0	3.9	-3.2
1397773886.869	3.407	n	130.1	4.1	-2.7
1397773886.986	3.397	n	129.3	4.2	-2.2
1397773887.116	3.383	n	130.9	4.3	-1.5
1397773887.223	3.367	n	130.4	4.2	-0.9
1397773887.343	3.353	n	130.3	4.0	-0.2
1397773887.468	3.336	n	129.9	3.7	0.5
1397773887.575	3.317	n	129.2	3.3	1.1
1397773887.694	3.297	n	129.8	2.8	1.6
1397773887.816	3.288	n	129.8	2.2	2.0
1397773887.938	3.268	n	129.0	1.6	2.2
1397773888.058	3.248	n	128.1	1.1	2.3
1397773888.179	3.227	n	128.5	0.8	2.3
1397773888.300	3.206	n	128.6	0.8	2.0
1397773888.422	3.186	n	128.4	1.0	1.5
1397773888.546	3.163	n	127.1	1.4	0.8
1397773888.672	3.143	n	126.9	2.0	0.1
1397773888.784	3.125	n	127.4	2.7	-0.7
1397773888.905	3.112	n	127.0	3.4	-1.5
1397773889.031	3.096	n	126.0	4.0	-2.2
1397773889.138	3.086	n	125.0	4.3	-2.9
1397773889.251	3.085	n	126.2	4.6	-3.5
1397773889.364	3.073	n	126.2	4.6	-4.0
1397773889.484	3.071	n	126.2	4.4	-4.3
1397773889.597	3.069	n	127.2	4.0	-4.3
1397773889.718	3.065	n	126.1	3.4	-4.2
1397773889.825	3.066	n	126.2	2.7	-4.0
1397773889.941	3.067	n	127.2	1.9	-3.5
1397773890.064	3.069	n	127.6	1.2	-2.9
1397773890.184	3.064	n	128.7	0.4	-2.2
1397773890.307	3.062	n	129.9	-0.3	-1.7
1397773890.428	3.060	n	130.7	-0.7	-0.8
1397773890.550	3.061	n	131.5	-0.8	0.0
1397773890.673	3.059	n	131.8	-1.0	0.4
1397773890.796	3.064	n	132.0	-0.7	1.1
1397773890.921	3.067	n	132.3	0.0	1.7
1397773891.037	3.073	n	132.2	0.6	2.0
1397773891.158	3.082	n	131.5	1.6	2.3
1397773891.288	3.084	n	131.0	2.8	2.5
1397773891.406	3.093	n	131.1	3.8	2.0
1397773891.514	3.091	n	130.9	4.7	1.6
1397773891.637	3.093	y	130.0	5.6	1.0
1397773891.748	3.093	n	129.1	6.2	0.2
1397773891.864	3.094	n	128.5	6.7	-0.6
1397773891.985	3.099	n	129.0	7.0	-1.6
1397773892.098	3.099	n	128.5	7.1	-2.4
1397773892.235	3.105	n	127.6	7.0	-3.3
1397773892.326	3.107	n	127.5	6.7	-3.9
1397773892.439	3.110	n	127.1	6.4	-4.3
1397773892.553	3.115	n	127.3	5.9	-4.5
1397773892.672	3.118	n	127.1	5.3	-4.6
1397773892.785	3.126	n	126.9	4.6	-4.4
1397773892.905	3.129	n	127.9	3.9	-4.1
1397773893.006	3.135	n	128.0	3.2	-3.7
1397773893.125	3.134	n	127.9	2.4	-3.1
1397773893.246	3.143	n	129.0	1.6	-2.5
1397773893.369	3.144	n	128.3	0.9	-1.9
1397773893.490	3.144	n	127.0	0.2	-1.2
1397773893.611	3.141	n	127.3	-0.5	-0.6
1397773893.736	3.136	n	127.8	-0.9	-0.1
1397773893.859	3.127	n	129.2	-1.2	0.3
1397773893.976	3.119	n	131.8	-1.5	0.5
1397773894.098	3.106	n	133.1	-1.4	0.7
1397773894.238	3.097	n	132.6	-1.3	0.8
1397773894.343	3.081	n	131.2	-1.0	0.8
1397773894.468	3.063	n	130.8	-0.7	0.7
1397773894.593	3.049	n	132.5	-0.2	0.6
1397773894.717	3.031	n	133.4	0.3	0.5
1397773894.842	3.014	n	132.4	0.8	0.4
1397773894.950	2.992	n	131.1	1.3	0.2
1397773895.071	2.980	n	130.5	1.8	0.1
1397773895.193	2.970	n	132.0	2.3	-0.1
1397773895.313	2.951	n	132.0	2.7	-0.3
1397773895.432	2.926	n	131.3	3.0	-0.5
1397773895.548	2.907	n	131.6	3.4	-0.8
1397773895.672	2.890	n	130.1	3.7	-1.2
1397773895.783	2.868	n	130.3	3.9	-1.6
1397773895.905	2.847	n	130.5	4.2	-2.0
1397773896.031	2.828	n	130.3	4.4	-2.4
1397773896.134	2.810	n	129.9	4.6	-2.8
1397773896.248	2.803	n	129.7	4.7	-3.0
1397773896.361	2.782	n	130.2	4.8	-3.3
1397773896.475	2.756	y	128.7	4.9	-3.4
1397773896.637	2.746	n	129.1	5.0	-3.4
1397773896.703	2.732	n	129.5	4.9	-3.4
1397773896.815	2.728	n	128.3	4.7	-3.3
1397773896.929	2.711	n	128.1	4.4	-3.1
1397773897.048	2.694	n	129.3	4.0	-2.8
1397773897.171	2.679	n	129.0	3.6	-2.5
1397773897.283	2.659	n	129.4	3.1	-2.2
1397773897.405	2.645	n	130.2	2.6	-1.9
1397773897.530	2.628	n	128.8	2.1	-1.5
1397773897.655	2.608	n	128.1	1.6	-1.1
1397773897.780	2.596	n	128.0	1.1	-0.7
1397773897.888	2.577	n	128.1	0.6	-0.3
1397773898.012	2.556	n	128.3	0.1	0.0
1397773898.132	2.537	n	129.9	-0.4	0.3
1397773898.255	2.521	n	131.9	-0.9	0.6
1397773898.376	2.502	n	131.4	-1.3	0.7
1397773898.496	2.477	n	131.8	-1.7	0.7
1397773898.619	2.450	n	131.9	-2.0	0.5
1397773898.739	2.426	n	132.2	-2.0	0.1
1397773898.860	2.400	n	133.2	-1.8	-0.3
1397773898.985	2.376	n	133.5	-1.3	-0.7
1397773899.109	2.352	n	133.5	-0.5	-1.2
1397773899.239	2.330	n	132.8	0.6	-1.7
1397773899.348	2.308	n	133.1	1.9	-2.0
1397773899.467	2.293	n	133.4	3.4	-2.2
1397773899.593	2.276	n	133.2	5.0	-2.3
1397773899.700	2.261	n	132.5	6.2	-2.1
1397773899.819	2.249	n	131.9	7.2	-1.9
1397773899.934	2.241	n	131.0	7.8	-1.5
1397773900.052	2.225	n	131.1	7.8	-1.0
1397773900.171	2.212	n	130.7	7.3	-0.6
1397773900.303	2.196	n	129.4	6.4	-0.1
1397773900.406	2.179	n	128.8	5.2	0.2
1397773900.531	2.160	n	130.1	3.8	0.3
1397773900.641	2.143	n	130.4	2.3	0.3
1397773900.762	2.121	n	130.9	1.0	0.0
1397773900.884	2.102	n	131.8	0.2	-0.6
1397773901.007	2.082	n	131.1	-0.2	-1.4
1397773901.128	2.073	n	130.4	-0.2	-2.3
1397773901.248	2.060	n	129.6	0.4	-3.2
1397773901.364	2.052	n	131.2	1.3	-4.0
1397773901.498	2.042	y	131.5	2.5	-4.5
1397773901.600	2.041	n	130.1	3.7	-4.7
1397773901.718	2.036	n	130.2	4.9	-4.7
1397773901.824	2.034	n	130.3	5.8	-4.3
1397773901.936	2.036	n	131.4	6.4	-3.6
1397773902.053	2.030	n	132.3	6.7	-2.7
1397773902.172	2.028	n	131.4	6.5	-1.6
1397773902.306	2.025	n	129.9	5.9	-0.4
1397773902.410	2.020	n	129.6	4.8	0.9
1397773902.530	2.011	n	131.0	3.6	1.9
1397773902.655	1.996	n	132.4	2.3	2.7
1397773902.762	1.987	n	131.1	1.0	3.3
1397773902.879	1.983	n	131.2	-0.2	3.6
1397773902.997	1.964	n	132.1	-1.1	3.3
1397773903.119	1.954	n	130.8	-1.5	2.7
1397773903.244	1.941	n	130.9	-1.5	1.7
1397773903.361	1.930	n	131.6	-1.0	0.6
1397773903.484	1.922	n	131.1	-0.2	-0.7
1397773903.610	1.916	n	131.6	1.0	-1.8
1397773903.734	1.911	n	131.8	2.3	-2.8
1397773903.846	1.908	n	131.3	3.5	-3.5
1397773903.958	1.907	n	131.3	4.8	-3.7
1397773904.069	1.909	n	131.5	5.6	-3.9
1397773904.181	1.912	n	131.4	6.3	-3.6
1397773904.312	1.910	n	131.0	6.7	-3.1
1397773904.411	1.918	n	130.7	6.8	-2.3
1397773904.537	1.916	n	130.7	6.7	-1.5
1397773904.646	1.919	n	130.7	6.2	-0.7
1397773904.764	1.920	n	130.4	5.8	0.1
1397773904.881	1.920	n	130.2	5.1	0.6
1397773904.998	1.917	n	129.8	4.6	1.0
1397773905.114	1.919	n	129.5	4.0	1.0
1397773905.244	1.914	n	129.4	3.4	0.8
1397773905.350	1.912	n	129.7	3.1	0.2
1397773905.469	1.912	n	129.6	2.8	-0.5
1397773905.593	1.913	n	129.5	2.6	-1.1
1397773905.718	1.912	n	130.0	2.5	-1.7
1397773905.843	1.917	n	129.3	2.4	-2.3
1397773905.968	1.919	n	129.3	2.4	-2.7
1397773906.074	1.926	n	129.5	2.4	-3.0
1397773906.191	1.929	n	129.8	2.1	-3.4
1397773906.309	1.933	n	130.6	1.9	-3.3
1397773906.427	1.938	y	131.1	1.7	-3.1
1397773906.548	1.945	n	131.3	1.3	-3.0
1397773906.672	1.948	n	130.8	1.1	-2.7
1397773906.788	1.950	n	131.0	0.7	-2.4
1397773906.910	1.955	n	132.0	0.4	-2.1
1397773907.031	1.951	n	132.7	0.2	-1.8
1397773907.155	1.949	n	132.7	0.1	-1.6
1397773907.288	1.953	n	132.0	0.1	-1.4
1397773907.405	1.953	n	131.0	0.3	-1.3
1397773907.530	1.952	n	131.2	0.6	-1.5
1397773907.655	1.946	n	131.9	1.1	-1.5
1397773907.764	1.945	n	132.9	1.8	-1.7
1397773907.885	1.940	n	134.0	2.5	-1.9
1397773908.002	1.930	n	134.6	3.2	-2.0
1397773908.120	1.929	n	134.3	4.0	-2.0
1397773908.245	1.921	n	134.0	4.6	-2.0
1397773908.359	1.907	n	133.6	4.9	-1.9
1397773908.473	1.894	n	133.3	5.0	-1.7
1397773908.591	1.881	n	133.0	4.8	-1.3
1397773908.717	1.856	n	132.6	4.4	-0.8
