Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:39
Using Version: 1.11
Device: SBE
Start Date: 04/17/2014
Timestamp (s)	Suspect Timestamp	Pressure (dbar)	Velocity (m/s)
1397773844.532	n	6.888	-0.167
1397773844.599	n	6.881	-0.160
1397773844.657	n	6.873	-0.157
1397773844.724	n	6.865	-0.152
1397773844.782	n	6.857	-0.151
1397773844.847	n	6.852	-0.142
1397773844.907	n	6.842	-0.144
1397773844.969	n	6.832	-0.146
1397773845.036	n	6.828	-0.136
1397773845.097	n	6.821	-0.134
1397773845.166	n	6.816	-0.128
1397773845.219	n	6.810	-0.124
1397773845.291	n	6.803	-0.122
1397773845.344	n	6.799	-0.114
1397773845.413	n	6.794	-0.110
1397773845.469	n	6.787	-0.110
1397773845.540	n	6.784	-0.102
1397773845.594	n	6.779	-0.100
1397773845.664	n	6.775	-0.096
1397773845.719	n	6.771	-0.092
1397773845.788	n	6.763	-0.096
1397773845.844	n	6.760	-0.090
1397773845.912	n	6.759	-0.080
1397773845.969	n	6.753	-0.082
1397773846.038	n	6.748	-0.082
1397773846.104	n	6.746	-0.076
1397773846.157	n	6.742	-0.074
1397773846.228	n	6.739	-0.070
1397773846.282	n	6.736	-0.068
1397773846.347	n	6.730	-0.072
1397773846.406	n	6.732	-0.060
1397773846.476	n	6.729	-0.058
1397773846.532	n	6.725	-0.058
1397773846.594	y	6.721	-0.058
1397773846.656	n	6.719	-0.054
1397773846.725	n	6.721	-0.044
1397773846.781	n	6.717	-0.046
1397773846.851	n	6.712	-0.050
1397773846.907	n	6.708	-0.052
1397773846.975	n	6.709	-0.044
1397773847.038	n	6.706	-0.044
1397773847.100	n	6.708	-0.034
1397773847.157	n	6.709	-0.028
1397773847.224	n	6.704	-0.034
1397773847.282	n	6.702	-0.034
1397773847.348	n	6.702	-0.030
1397773847.406	n	6.698	-0.034
1397773847.469	n	6.697	-0.032
1397773847.540	n	6.695	-0.032
1397773847.594	n	6.693	-0.032
1397773847.666	n	6.694	-0.026
1397773847.719	n	6.692	-0.026
1397773847.791	n	6.686	-0.034
1397773847.844	n	6.687	-0.028
1397773847.916	n	6.684	-0.030
1397773847.969	n	6.681	-0.032
1397773848.032	n	6.681	-0.028
1397773848.098	n	6.680	-0.026
1397773848.163	n	6.681	-0.020
1397773848.219	n	6.679	-0.022
1397773848.289	n	6.675	-0.028
1397773848.344	n	6.673	-0.028
1397773848.412	n	6.674	-0.022
1397773848.469	n	6.669	-0.030
1397773848.538	n	6.669	-0.026
1397773848.594	n	6.665	-0.030
1397773848.664	n	6.658	-0.040
1397773848.719	n	6.658	-0.036
1397773848.788	n	6.658	-0.032
1397773848.844	n	6.657	-0.030
1397773848.912	n	6.655	-0.030
1397773848.969	n	6.652	-0.032
1397773849.032	n	6.651	-0.030
1397773849.098	n	6.649	-0.030
1397773849.163	n	6.641	-0.042
1397773849.219	n	6.639	-0.040
1397773849.286	n	6.635	-0.044
1397773849.344	n	6.633	-0.042
1397773849.411	n	6.629	-0.044
1397773849.469	n	6.625	-0.046
1397773849.535	n	6.624	-0.042
1397773849.594	n	6.620	-0.044
1397773849.657	n	6.612	-0.054
1397773849.728	n	6.609	-0.054
1397773849.782	n	6.603	-0.060
1397773849.853	n	6.600	-0.058
1397773849.906	n	6.594	-0.062
1397773849.978	n	6.590	-0.062
1397773850.038	n	6.587	-0.060
1397773850.103	n	6.580	-0.066
1397773850.156	n	6.576	-0.066
1397773850.222	n	6.567	-0.076
1397773850.281	n	6.559	-0.082
1397773850.351	n	6.553	-0.084
1397773850.406	n	6.551	-0.078
1397773850.475	n	6.542	-0.086
1397773850.531	n	6.534	-0.092
1397773850.600	n	6.529	-0.090
1397773850.656	n	6.522	-0.092
1397773850.726	n	6.511	-0.102
1397773850.781	n	6.501	-0.110
1397773850.849	n	6.493	-0.112
1397773850.906	n	6.484	-0.116
1397773850.975	n	6.476	-0.118
1397773851.040	n	6.468	-0.120
1397773851.096	n	6.458	-0.126
1397773851.156	n	6.454	-0.118
1397773851.226	n	6.442	-0.128
1397773851.282	n	6.428	-0.140
1397773851.351	n	6.421	-0.136
1397773851.407	n	6.414	-0.134
1397773851.473	n	6.403	-0.140
1397773851.582	y	6.396	-0.136
1397773851.607	n	6.384	-0.144
1397773851.657	n	6.377	-0.141
1397773851.722	n	6.370	-0.137
1397773851.782	n	6.358	-0.145
1397773851.845	n	6.349	-0.145
1397773851.916	n	6.338	-0.148
1397773851.969	n	6.328	-0.151
1397773852.041	n	6.321	-0.146
1397773852.094	n	6.314	-0.143
1397773852.166	n	6.305	-0.142
1397773852.219	n	6.296	-0.143
1397773852.291	n	6.284	-0.148
1397773852.345	n	6.275	-0.149
1397773852.417	n	6.269	-0.142
1397773852.469	n	6.260	-0.143
1397773852.540	n	6.251	-0.142
1397773852.594	n	6.242	-0.143
1397773852.664	n	6.232	-0.144
1397773852.719	n	6.224	-0.143
1397773852.789	n	6.218	-0.136
1397773852.844	n	6.205	-0.147
1397773852.914	n	6.199	-0.140
1397773852.970	n	6.192	-0.136
1397773853.032	n	6.184	-0.136
1397773853.098	n	6.173	-0.142
1397773853.163	n	6.169	-0.132
1397773853.219	n	6.163	-0.128
1397773853.286	n	6.152	-0.134
1397773853.344	n	6.145	-0.132
1397773853.414	n	6.144	-0.118
1397773853.469	n	6.136	-0.120
1397773853.537	n	6.131	-0.116
1397773853.594	n	6.125	-0.114
1397773853.662	n	6.120	-0.110
1397773853.720	n	6.112	-0.112
1397773853.784	n	6.110	-0.102
1397773853.854	n	6.105	-0.100
1397773853.907	n	6.102	-0.094
1397773853.978	n	6.100	-0.086
1397773854.039	n	6.094	-0.088
1397773854.102	n	6.091	-0.084
1397773854.157	n	6.089	-0.078
1397773854.226	n	6.089	-0.068
1397773854.282	n	6.086	-0.066
1397773854.353	n	6.083	-0.064
1397773854.407	n	6.079	-0.064
1397773854.477	n	6.077	-0.060
1397773854.532	n	6.075	-0.056
1397773854.600	n	6.070	-0.060
1397773854.657	n	6.073	-0.046
1397773854.723	n	6.074	-0.038
1397773854.791	n	6.070	-0.042
1397773854.844	n	6.065	-0.046
1397773854.916	n	6.063	-0.044
1397773854.969	n	6.062	-0.040
1397773855.046	n	6.059	-0.042
1397773855.098	n	6.061	-0.032
1397773855.163	n	6.061	-0.028
1397773855.219	n	6.060	-0.026
1397773855.288	n	6.058	-0.026
1397773855.344	n	6.060	-0.018
1397773855.415	n	6.060	-0.016
1397773855.469	n	6.059	-0.016
1397773855.537	n	6.058	-0.016
1397773855.594	n	6.059	-0.012
1397773855.662	n	6.059	-0.010
1397773855.720	n	6.063	0.000
1397773855.782	n	6.064	0.002
1397773855.844	n	6.065	0.004
1397773855.907	n	6.065	0.004
1397773855.972	n	6.069	0.012
1397773856.040	n	6.070	0.012
1397773856.104	n	6.068	0.006
1397773856.157	n	6.070	0.010
1397773856.229	n	6.071	0.010
1397773856.282	n	6.076	0.018
1397773856.354	n	6.074	0.012
1397773856.407	n	6.074	0.010
1397773856.477	n	6.073	0.006
1397773856.532	n	6.072	0.004
1397773856.617	y	6.076	0.012
1397773856.669	n	6.078	0.014
1397773856.722	n	6.082	0.020
1397773856.782	n	6.083	0.020
1397773856.852	n	6.081	0.014
1397773856.907	n	6.080	0.010
1397773856.975	n	6.080	0.008
1397773857.038	n	6.079	0.004
1397773857.096	n	6.078	0.002
1397773857.157	n	6.074	-0.006
1397773857.225	n	6.077	0.000
1397773857.282	n	6.078	0.002
1397773857.351	n	6.075	-0.004
1397773857.407	n	6.074	-0.006
1397773857.475	n	6.071	-0.012
1397773857.532	n	6.070	-0.012
1397773857.600	n	6.074	-0.002
1397773857.657	n	6.069	-0.012
1397773857.725	n	6.068	-0.012
1397773857.782	n	6.066	-0.014
1397773857.848	n	6.064	-0.016
1397773857.907	n	6.067	-0.008
1397773857.970	n	6.067	-0.008
1397773858.038	n	6.063	-0.016
1397773858.098	n	6.062	-0.016
1397773858.166	n	6.064	-0.010
1397773858.219	n	6.063	-0.010
1397773858.290	n	6.063	-0.008
1397773858.344	n	6.063	-0.008
1397773858.414	n	6.062	-0.010
1397773858.469	n	6.062	-0.008
1397773858.534	n	6.061	-0.010
1397773858.594	n	6.060	-0.010
1397773858.662	n	6.056	-0.016
1397773858.720	n	6.054	-0.018
1397773858.789	n	6.055	-0.014
1397773858.853	n	6.050	-0.022
1397773858.907	n	6.044	-0.032
1397773858.978	n	6.039	-0.038
1397773859.038	n	6.037	-0.038
1397773859.103	n	6.033	-0.042
1397773859.157	n	6.028	-0.046
1397773859.226	n	6.022	-0.052
1397773859.282	n	6.018	-0.054
1397773859.350	n	6.012	-0.060
1397773859.407	n	6.007	-0.062
1397773859.475	n	5.999	-0.070
1397773859.532	n	5.990	-0.080
1397773859.600	n	5.982	-0.086
1397773859.657	n	5.972	-0.096
1397773859.719	n	5.963	-0.102
1397773859.782	n	5.951	-0.114
1397773859.844	n	5.944	-0.114
1397773859.907	n	5.936	-0.116
1397773859.972	n	5.924	-0.126
1397773860.039	n	5.914	-0.130
1397773860.100	n	5.904	-0.134
1397773860.164	n	5.894	-0.138
1397773860.220	n	5.882	-0.144
1397773860.291	n	5.870	-0.150
1397773860.344	n	5.857	-0.158
1397773860.416	n	5.846	-0.160
1397773860.469	n	5.832	-0.168
1397773860.539	n	5.820	-0.172
1397773860.594	n	5.810	-0.170
1397773860.661	n	5.797	-0.174
1397773860.719	n	5.783	-0.180
1397773860.787	n	5.771	-0.182
1397773860.844	n	5.756	-0.190
1397773860.913	n	5.742	-0.194
1397773860.969	n	5.727	-0.200
1397773861.032	n	5.718	-0.194
1397773861.097	n	5.702	-0.202
1397773861.158	n	5.689	-0.202
1397773861.219	n	5.676	-0.202
1397773861.282	n	5.662	-0.204
1397773861.344	n	5.650	-0.202
1397773861.415	n	5.637	-0.201
1397773861.469	n	5.626	-0.198
1397773861.532	y	5.611	-0.204
1397773861.594	n	5.596	-0.208
1397773861.664	n	5.582	-0.210
1397773861.719	n	5.571	-0.206
1397773861.787	n	5.559	-0.204
1397773861.844	n	5.544	-0.208
1397773861.914	n	5.529	-0.212
1397773861.969	n	5.516	-0.212
1397773862.032	n	5.503	-0.212
1397773862.098	n	5.491	-0.210
1397773862.161	n	5.480	-0.206
1397773862.219	n	5.467	-0.206
1397773862.286	n	5.453	-0.208
1397773862.344	n	5.441	-0.206
1397773862.410	n	5.426	-0.210
1397773862.469	n	5.415	-0.206
1397773862.532	n	5.408	-0.194
1397773862.604	n	5.395	-0.195
1397773862.657	n	5.382	-0.198
1397773862.728	n	5.372	-0.193
1397773862.782	n	5.363	-0.188
1397773862.854	n	5.354	-0.181
1397773862.907	n	5.340	-0.188
1397773862.978	n	5.330	-0.183
1397773863.039	n	5.321	-0.180
1397773863.103	n	5.307	-0.185
1397773863.157	n	5.299	-0.178
1397773863.221	n	5.290	-0.174
1397773863.282	n	5.279	-0.174
1397773863.353	n	5.271	-0.168
1397773863.407	n	5.265	-0.160
1397773863.475	n	5.255	-0.160
1397773863.532	n	5.246	-0.158
1397773863.602	n	5.237	-0.156
1397773863.657	n	5.232	-0.146
1397773863.725	n	5.224	-0.144
1397773863.782	n	5.219	-0.136
1397773863.850	n	5.213	-0.132
1397773863.907	n	5.206	-0.130
1397773863.977	n	5.198	-0.130
1397773864.040	n	5.192	-0.126
1397773864.096	n	5.183	-0.128
1397773864.157	n	5.179	-0.120
1397773864.225	n	5.173	-0.118
1397773864.282	n	5.167	-0.116
1397773864.344	n	5.162	-0.112
1397773864.410	n	5.158	-0.106
1397773864.469	n	5.154	-0.100
1397773864.541	n	5.148	-0.100
1397773864.594	n	5.145	-0.094
1397773864.665	n	5.138	-0.096
1397773864.719	n	5.135	-0.090
1397773864.788	n	5.134	-0.080
1397773864.844	n	5.126	-0.086
1397773864.915	n	5.126	-0.076
1397773864.970	n	5.121	-0.076
1397773865.032	n	5.119	-0.070
1397773865.098	n	5.116	-0.068
1397773865.162	n	5.113	-0.066
1397773865.220	n	5.112	-0.060
1397773865.286	n	5.108	-0.060
1397773865.353	n	5.107	-0.054
1397773865.407	n	5.106	-0.050
1397773865.472	n	5.106	-0.044
1397773865.532	n	5.099	-0.052
1397773865.603	n	5.100	-0.044
1397773865.657	n	5.099	-0.040
1397773865.728	n	5.097	-0.040
1397773865.782	n	5.099	-0.032
1397773865.851	n	5.096	-0.034
1397773865.907	n	5.094	-0.034
1397773865.976	n	5.093	-0.032
1397773866.040	n	5.091	-0.032
1397773866.102	n	5.092	-0.026
1397773866.157	n	5.091	-0.024
1397773866.225	n	5.092	-0.020
1397773866.282	n	5.086	-0.030
1397773866.351	n	5.088	-0.022
1397773866.407	n	5.089	-0.018
1397773866.475	n	5.090	-0.014
1397773866.562	y	5.088	-0.016
1397773866.595	n	5.087	-0.016
1397773866.663	n	5.086	-0.016
1397773866.727	n	5.086	-0.014
1397773866.782	n	5.087	-0.010
1397773866.850	n	5.084	-0.014
1397773866.907	n	5.086	-0.008
1397773866.970	n	5.086	-0.008
1397773867.032	n	5.085	-0.010
1397773867.099	n	5.084	-0.010
1397773867.157	n	5.087	-0.002
1397773867.220	n	5.085	-0.006
1397773867.291	n	5.087	-0.002
1397773867.345	n	5.092	0.008
1397773867.413	n	5.091	0.004
1397773867.470	n	5.089	0.000
1397773867.541	n	5.092	0.006
1397773867.594	n	5.090	0.002
1397773867.664	n	5.088	-0.002
1397773867.719	n	5.090	0.002
1397773867.788	n	5.091	0.004
1397773867.845	n	5.093	0.008
1397773867.912	n	5.092	0.004
1397773867.969	n	5.089	-0.002
1397773868.032	n	5.089	-0.002
1397773868.100	n	5.088	-0.004
1397773868.161	n	5.091	0.002
1397773868.220	n	5.088	-0.004
1397773868.282	n	5.086	-0.008
1397773868.354	n	5.089	-0.002
1397773868.407	n	5.085	-0.010
1397773868.472	n	5.080	-0.018
1397773868.532	n	5.080	-0.016
1397773868.601	n	5.077	-0.020
1397773868.657	n	5.076	-0.020
1397773868.727	n	5.075	-0.020
1397773868.782	n	5.075	-0.018
1397773868.851	n	5.076	-0.014
1397773868.907	n	5.070	-0.024
1397773868.974	n	5.068	-0.026
1397773869.032	n	5.066	-0.026
1397773869.101	n	5.061	-0.032
1397773869.157	n	5.060	-0.030
1397773869.226	n	5.058	-0.030
1397773869.282	n	5.057	-0.028
1397773869.349	n	5.052	-0.034
1397773869.407	n	5.052	-0.030
1397773869.474	n	5.050	-0.030
1397773869.532	n	5.047	-0.032
1397773869.599	n	5.045	-0.032
1397773869.665	n	5.039	-0.040
1397773869.719	n	5.034	-0.046
1397773869.792	n	5.028	-0.052
1397773869.844	n	5.023	-0.056
1397773869.916	n	5.018	-0.060
1397773869.970	n	5.008	-0.072
1397773870.033	n	4.999	-0.082
1397773870.094	n	4.992	-0.086
1397773870.166	n	4.986	-0.088
1397773870.220	n	4.974	-0.102
1397773870.291	n	4.961	-0.116
1397773870.344	n	4.950	-0.124
1397773870.416	n	4.942	-0.124
1397773870.469	n	4.934	-0.124
1397773870.539	n	4.922	-0.132
1397773870.594	n	4.909	-0.142
1397773870.658	n	4.894	-0.154
1397773870.719	n	4.885	-0.152
1397773870.787	n	4.871	-0.162
1397773870.845	n	4.861	-0.162
1397773870.913	n	4.851	-0.162
1397773870.970	n	4.836	-0.172
1397773871.033	n	4.823	-0.176
1397773871.100	n	4.815	-0.170
1397773871.162	n	4.807	-0.164
1397773871.219	n	4.795	-0.168
1397773871.289	n	4.785	-0.168
1397773871.344	n	4.775	-0.168
1397773871.409	n	4.765	-0.168
1397773871.470	y	4.753	-0.172
1397773871.532	n	4.745	-0.166
1397773871.594	n	4.736	-0.164
1397773871.658	n	4.726	-0.164
1397773871.728	n	4.715	-0.165
1397773871.782	n	4.705	-0.166
1397773871.851	n	4.692	-0.172
1397773871.907	n	4.684	-0.166
1397773871.975	n	4.673	-0.168
1397773872.035	n	4.660	-0.174
1397773872.101	n	4.652	-0.168
1397773872.157	n	4.640	-0.172
1397773872.225	n	4.631	-0.168
1397773872.285	n	4.621	-0.168
1397773872.344	n	4.610	-0.170
1397773872.415	n	4.606	-0.155
1397773872.469	n	4.596	-0.156
1397773872.540	n	4.586	-0.155
1397773872.594	n	4.571	-0.166
1397773872.664	n	4.564	-0.160
1397773872.719	n	4.554	-0.160
1397773872.790	n	4.545	-0.157
1397773872.844	n	4.537	-0.154
1397773872.907	n	4.524	-0.160
1397773872.969	n	4.513	-0.162
1397773873.033	n	4.503	-0.162
1397773873.094	n	4.498	-0.152
1397773873.163	n	4.486	-0.158
1397773873.219	n	4.479	-0.152
1397773873.287	n	4.468	-0.156
1397773873.344	n	4.458	-0.156
1397773873.412	n	4.450	-0.152
1397773873.468	n	4.441	-0.152
1397773873.536	n	4.435	-0.146
1397773873.604	n	4.423	-0.151
1397773873.657	n	4.418	-0.144
1397773873.729	n	4.411	-0.139
1397773873.782	n	4.403	-0.138
1397773873.854	n	4.391	-0.143
1397773873.908	n	4.381	-0.146
1397773873.979	n	4.370	-0.149
1397773874.037	n	4.361	-0.150
1397773874.104	n	4.353	-0.147
1397773874.157	n	4.341	-0.154
1397773874.228	n	4.332	-0.152
1397773874.282	n	4.322	-0.154
1397773874.352	n	4.311	-0.156
1397773874.407	n	4.300	-0.158
1397773874.476	n	4.293	-0.152
1397773874.532	n	4.283	-0.154
1397773874.602	n	4.273	-0.154
1397773874.658	n	4.267	-0.146
1397773874.724	n	4.254	-0.154
1397773874.782	n	4.249	-0.144
1397773874.850	n	4.236	-0.152
1397773874.907	n	4.224	-0.158
1397773874.976	n	4.213	-0.160
1397773875.036	n	4.208	-0.150
1397773875.100	n	4.195	-0.158
1397773875.158	n	4.189	-0.150
1397773875.226	n	4.185	-0.140
1397773875.282	n	4.175	-0.142
1397773875.350	n	4.166	-0.142
1397773875.408	n	4.161	-0.134
1397773875.475	n	4.150	-0.140
1397773875.532	n	4.149	-0.124
1397773875.599	n	4.143	-0.120
1397773875.657	n	4.138	-0.116
1397773875.720	n	4.128	-0.122
1397773875.782	n	4.122	-0.118
1397773875.845	n	4.117	-0.114
1397773875.910	n	4.114	-0.106
1397773875.969	n	4.110	-0.100
1397773876.038	n	4.105	-0.098
1397773876.095	n	4.103	-0.090
1397773876.166	n	4.100	-0.084
1397773876.220	n	4.095	-0.084
1397773876.289	n	4.092	-0.080
1397773876.345	n	4.086	-0.082
1397773876.415	n	4.082	-0.080
1397773876.545	y	4.080	-0.074
1397773876.556	n	4.078	-0.068
1397773876.606	n	4.072	-0.072
1397773876.665	n	4.070	-0.068
1397773876.719	n	4.071	-0.059
1397773876.787	n	4.065	-0.062
1397773876.845	n	4.061	-0.062
1397773876.909	n	4.062	-0.052
1397773876.978	n	4.059	-0.052
1397773877.038	n	4.055	-0.054
1397773877.103	n	4.055	-0.048
1397773877.158	n	4.057	-0.038
1397773877.227	n	4.051	-0.046
1397773877.282	n	4.047	-0.048
1397773877.351	n	4.047	-0.042
1397773877.408	n	4.044	-0.042
1397773877.477	n	4.044	-0.036
1397773877.533	n	4.045	-0.030
1397773877.595	n	4.041	-0.034
1397773877.658	n	4.043	-0.026
1397773877.725	n	4.038	-0.032
1397773877.782	n	4.042	-0.020
1397773877.851	n	4.046	-0.010
1397773877.907	n	4.045	-0.010
1397773877.974	n	4.044	-0.010
1397773878.041	n	4.045	-0.006
1397773878.097	n	4.044	-0.008
1397773878.166	n	4.044	-0.008
1397773878.221	n	4.045	-0.006
1397773878.292	n	4.047	-0.002
1397773878.345	n	4.045	-0.006
1397773878.416	n	4.045	-0.006
1397773878.470	n	4.045	-0.006
1397773878.542	n	4.045	-0.006
1397773878.595	n	4.041	-0.014
1397773878.665	n	4.040	-0.014
1397773878.720	n	4.036	-0.020
1397773878.789	n	4.036	-0.018
1397773878.845	n	4.033	-0.022
1397773878.908	n	4.034	-0.018
1397773878.970	n	4.031	-0.022
1397773879.040	n	4.029	-0.024
1397773879.094	n	4.023	-0.034
1397773879.165	n	4.021	-0.034
1397773879.220	n	4.018	-0.036
1397773879.287	n	4.020	-0.028
1397773879.345	n	4.019	-0.026
1397773879.408	n	4.015	-0.030
1397773879.469	n	4.015	-0.026
1397773879.538	n	4.015	-0.022
1397773879.595	n	4.007	-0.036
1397773879.657	n	4.005	-0.036
1397773879.720	n	4.004	-0.034
1397773879.784	n	4.001	-0.036
1397773879.854	n	4.000	-0.034
1397773879.908	n	4.002	-0.026
1397773879.978	n	3.999	-0.028
1397773880.042	n	3.998	-0.026
1397773880.100	n	3.998	-0.022
1397773880.157	n	3.994	-0.028
1397773880.225	n	3.992	-0.028
1397773880.283	n	3.988	-0.032
1397773880.346	n	3.989	-0.026
1397773880.407	n	3.990	-0.020
1397773880.474	n	3.987	-0.024
1397773880.533	n	3.980	-0.036
1397773880.600	n	3.980	-0.032
1397773880.658	n	3.979	-0.030
1397773880.722	n	3.978	-0.028
1397773880.792	n	3.976	-0.028
1397773880.845	n	3.974	-0.028
1397773880.916	n	3.974	-0.024
1397773880.970	n	3.967	-0.036
1397773881.044	n	3.967	-0.032
1397773881.096	n	3.964	-0.034
1397773881.160	n	3.961	-0.036
1397773881.220	n	3.958	-0.038
1397773881.291	n	3.954	-0.042
1397773881.346	n	3.952	-0.040
1397773881.415	n	3.948	-0.044
1397773881.470	n	3.944	-0.046
1397773881.532	y	3.938	-0.052
1397773881.595	n	3.937	-0.048
1397773881.664	n	3.931	-0.054
1397773881.720	n	3.927	-0.056
1397773881.788	n	3.924	-0.056
1397773881.845	n	3.922	-0.054
1397773881.913	n	3.919	-0.054
1397773881.970	n	3.914	-0.058
1397773882.038	n	3.910	-0.058
1397773882.102	n	3.904	-0.062
1397773882.166	n	3.900	-0.062
1397773882.220	n	3.898	-0.058
1397773882.288	n	3.894	-0.058
1397773882.345	n	3.887	-0.064
1397773882.412	n	3.879	-0.072
1397773882.470	n	3.876	-0.070
1397773882.538	n	3.871	-0.072
1397773882.595	n	3.867	-0.072
1397773882.657	n	3.862	-0.074
1397773882.720	n	3.857	-0.074
1397773882.785	n	3.853	-0.072
1397773882.845	n	3.847	-0.076
1397773882.907	n	3.840	-0.080
1397773882.978	n	3.837	-0.076
1397773883.033	n	3.835	-0.070
1397773883.101	n	3.826	-0.080
1397773883.162	n	3.821	-0.080
1397773883.225	n	3.816	-0.080
1397773883.283	n	3.809	-0.084
1397773883.354	n	3.805	-0.082
1397773883.407	n	3.798	-0.086
1397773883.479	n	3.795	-0.082
1397773883.532	n	3.791	-0.080
1397773883.599	n	3.785	-0.082
1397773883.658	n	3.777	-0.088
1397773883.726	n	3.770	-0.092
1397773883.782	n	3.762	-0.096
1397773883.851	n	3.756	-0.096
1397773883.908	n	3.752	-0.092
1397773883.977	n	3.744	-0.096
1397773884.032	n	3.738	-0.096
1397773884.107	n	3.729	-0.102
1397773884.157	n	3.726	-0.096
1397773884.227	n	3.716	-0.104
1397773884.282	n	3.709	-0.106
1397773884.350	n	3.702	-0.106
1397773884.407	n	3.693	-0.110
1397773884.470	n	3.685	-0.112
1397773884.532	n	3.677	-0.114
1397773884.601	n	3.671	-0.112
1397773884.657	n	3.663	-0.114
1397773884.720	n	3.652	-0.122
1397773884.782	n	3.642	-0.126
1397773884.847	n	3.637	-0.120
1397773884.907	n	3.631	-0.118
1397773884.971	n	3.619	-0.128
1397773885.032	n	3.611	-0.128
1397773885.101	n	3.602	-0.130
1397773885.167	n	3.594	-0.130
1397773885.220	n	3.586	-0.130
1397773885.291	n	3.575	-0.136
1397773885.344	n	3.564	-0.142
1397773885.416	n	3.555	-0.142
1397773885.469	n	3.547	-0.140
1397773885.534	n	3.540	-0.136
1397773885.594	n	3.533	-0.134
1397773885.666	n	3.526	-0.132
1397773885.719	n	3.515	-0.138
1397773885.790	n	3.508	-0.134
1397773885.844	n	3.504	-0.126
1397773885.913	n	3.499	-0.120
1397773885.969	n	3.488	-0.128
1397773886.037	n	3.483	-0.122
1397773886.101	n	3.477	-0.118
1397773886.162	n	3.470	-0.118
1397773886.219	n	3.465	-0.114
1397773886.288	n	3.461	-0.108
1397773886.344	n	3.454	-0.108
1397773886.411	n	3.448	-0.106
1397773886.469	n	3.444	-0.100
1397773886.563	y	3.436	-0.104
1397773886.596	n	3.434	-0.096
1397773886.658	n	3.427	-0.098
1397773886.728	n	3.421	-0.098
1397773886.782	n	3.414	-0.100
1397773886.846	n	3.407	-0.102
